"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AW1","AW2","AW3","AW4","ED1","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","MA1","MV1","MW1","MW2","MW3","OC1","REM","EQD"
"72503814714","2015-03-15T04:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,V,0021,5","01067,5,M,N","011265,5,N,5","+0040,C","+0040,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10054,5,09876,5",,,,,,"MET07103/14/15 23:45:02 METAR KSWF 150445Z VRB04KT 7SM OVC035 04/04 A2969 RMK","R01    047TMP046R02    047DPT046"
"72503814714","2015-03-15T04:59:00","O","41.5","-74.1","177.1","STEWART FIELD, NY US","SOD  ","KSWF ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","AU,16,RA  ,5","AU,01,FG  ,5","AU,13,BR  ,5",,,,,,,,,,,,,,,,,,,,,,,,,,
"72503814714","2015-03-15T05:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0051,5","01067,5,M,N","016093,5,N,5","+0040,C","+0040,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10058,5,09880,5",,,,,,"MET07203/15/15 00:45:02 METAR KSWF 150545Z 28010KT 10SM OVC035 04/04 A2970 RMK","R01    047TMP046R02    047DPT046"
"72503814714","2015-03-15T06:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0051,5","01067,5,M,N","016093,5,N,5","+0050,C","+0020,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10061,5,09883,5",,,,,"0129,5","MET07503/15/15 01:45:02 METAR KSWF 150645Z 30010G25KT 10SM OVC035 05/02 A2971 RMK","R01    057TMP046R02    027DPT046"
"72503814714","2015-03-15T07:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0072,5","01067,5,M,N","016093,5,N,5","+0040,C","+0010,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10064,5,09886,5",,,,,"0113,5","MET07503/15/15 02:45:02 METAR KSWF 150745Z 29014G22KT 10SM OVC035 04/01 A2972 RMK","R01    047TMP046R02    017DPT046"
"72503814714","2015-03-15T08:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0051,5","01067,5,M,N","016093,5,N,5","+0040,C","+0010,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10064,5,09886,5",,,,,,"MET07203/15/15 03:45:02 METAR KSWF 150845Z 30010KT 10SM OVC035 04/01 A2972 RMK","R01    047TMP046R02    017DPT046"
"72503814714","2015-03-15T09:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0077,5","01067,5,M,N","016093,5,N,5","+0040,C","+0000,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10061,5,09883,5",,,,,,"MET07203/15/15 04:45:02 METAR KSWF 150945Z 28015KT 10SM OVC035 04/00 A2971 RMK","R01    047TMP046R02    007DPT046"
"72503814714","2015-03-15T10:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0067,5","01067,5,M,N","016093,5,N,5","+0030,C","+0000,C","99999,9",,,,,,,,,,,,,,"07,5,+01067,5,99,9",,,"3,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10061,5,09883,5",,,,,,"MET07203/15/15 05:45:02 METAR KSWF 151045Z 29013KT 10SM BKN035 03/00 A2971 RMK","R01    037TMP046R02    007DPT046"
"72503814714","2015-03-15T11:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0072,5","01067,5,M,N","016093,5,N,5","+0040,C","+0000,C","99999,9",,,,,,,,,,,,,,"07,5,+01067,5,99,9",,,"3,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10064,5,09886,5",,,,,"0118,5","MET07503/15/15 06:45:02 METAR KSWF 151145Z 29014G23KT 10SM BKN035 04/00 A2972 RMK","R01    047TMP046R02    007DPT046"
"72503814714","2015-03-15T12:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0051,5","00914,5,M,N","016093,5,N,5","+0040,C","+0000,C","99999,9",,,,,,,,,,,,,,"07,5,+00914,5,99,9","07,5,+01219,5,99,9",,"3,99,1,+00914,5,9","3,99,1,+01219,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00914,1,99,9,99,9","10068,5,09890,5",,,,,"0103,5","MET08203/15/15 07:45:02 METAR KSWF 151245Z 29010G20KT 10SM BKN030 BKN040 04/00 A2973 RMK","R01    047TMP046R02    007DPT046"
"72503814714","2015-03-15T13:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0062,5","01067,5,M,N","016093,5,N,5","+0040,C","-0010,C","99999,9",,,,,,,,,,,,,,"07,5,+01067,5,99,9",,,"3,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10071,5,09893,5",,,,,"0113,5","MET07603/15/15 08:45:02 METAR KSWF 151345Z 30012G22KT 10SM BKN035 04/M01 A2974 RMK","R01    047TMP046R02   M017DPT046"
"72503814714","2015-03-15T14:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0082,5","01067,5,M,N","024140,5,N,5","+0040,C","-0010,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10075,5,09896,5",,,,,"0134,5","MET07603/15/15 09:45:02 METAR KSWF 151445Z 30016G26KT 15SM OVC035 04/M01 A2975 RMK","R01    047TMP046R02   M017DPT046"
"72503814714","2015-03-15T15:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0082,5","01067,5,M,N","024140,5,N,5","+0050,C","-0010,C","99999,9",,,,,,,,,,,,,,"07,5,+01067,5,99,9",,,"3,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10071,5,09893,5",,,,,"0134,5","MET07603/15/15 10:45:02 METAR KSWF 151545Z 30016G26KT 15SM BKN035 05/M01 A2974 RMK","R01    057TMP046R02   M017DPT046"
"72503814714","2015-03-15T16:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0093,5","01219,5,M,N","024140,5,N,5","+0040,C","-0020,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10078,5,09900,5",,,,,"0144,5","MET07603/15/15 11:45:02 METAR KSWF 151645Z 30018G28KT 15SM BKN040 04/M02 A2976 RMK","R01    047TMP046R02   M027DPT046"
"72503814714","2015-03-15T17:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0103,5","01219,5,M,N","024140,5,N,5","+0050,C","-0030,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10078,5,09900,5",,,,,"0144,5","MET07603/15/15 12:45:01 METAR KSWF 151745Z 30020G28KT 15SM BKN040 05/M03 A2976 RMK","R01    057TMP046R02   M037DPT046"
"72503814714","2015-03-15T18:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0103,5","01219,5,M,N","024140,5,N,5","+0040,C","-0020,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10075,5,09896,5",,,,,"0160,5","MET07603/15/15 13:45:01 METAR KSWF 151845Z 30020G31KT 15SM BKN040 04/M02 A2975 RMK","R01    047TMP046R02   M027DPT046"
"72503814714","2015-03-15T19:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0103,5","01219,5,M,N","024140,5,N,5","+0040,C","-0020,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10078,5,09900,5",,,,,"0160,5","MET07603/15/15 14:45:02 METAR KSWF 151945Z 30020G31KT 15SM BKN040 04/M02 A2976 RMK","R01    047TMP046R02   M027DPT046"
"72503814714","2015-03-15T20:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","330,5,N,0129,5","01219,5,M,N","024140,5,N,5","+0050,C","-0040,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10091,5,09913,5",,,,,"0170,5","MET07603/15/15 15:45:02 METAR KSWF 152045Z 33025G33KT 15SM BKN040 05/M04 A2980 RMK","R01    057TMP046R02   M047DPT046"
"72503814714","2015-03-15T21:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","320,5,N,0103,5","01524,5,M,N","024140,5,N,5","+0030,C","-0040,C","99999,9",,,,,,,,,,,,,,"07,5,+01524,5,99,9",,,"3,99,1,+01524,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01524,1,99,9,99,9","10102,5,09923,5",,,,,"0149,5","MET07603/15/15 16:45:02 METAR KSWF 152145Z 32020G29KT 15SM BKN050 03/M04 A2983 RMK","R01    037TMP046R02   M047DPT046"
"72503814714","2015-03-15T22:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","340,5,N,0082,5","01829,5,M,N","024140,5,N,5","+0020,C","-0040,C","99999,9",,,,,,,,,,,,,,"07,5,+01829,5,99,9",,,"3,99,1,+01829,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01829,1,99,9,99,9","10119,5,09940,5",,,,,"0144,5","MET07603/15/15 17:45:02 METAR KSWF 152245Z 34016G28KT 15SM BKN060 02/M04 A2988 RMK","R01    027TMP046R02   M047DPT046"
"72503814714","2015-03-15T23:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","350,5,N,0077,5","02134,5,M,N","016093,5,N,5","+0020,C","-0040,C","99999,9",,,,,,,,,,,,,,"07,5,+02134,5,99,9",,,"3,99,1,+02134,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02134,1,99,9,99,9","10132,5,09953,5",,,,,"0124,5","MET07603/15/15 18:45:02 METAR KSWF 152345Z 35015G24KT 10SM BKN070 02/M04 A2992 RMK","R01    027TMP046R02   M047DPT046"
"72503814714","2015-03-16T00:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","330,5,N,0051,5","02134,5,M,N","016093,5,N,5","+0020,C","-0040,C","99999,9",,,,,,,,,,,,,,"07,5,+02134,5,99,9",,,"3,99,1,+02134,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,02134,1,99,9,99,9","10142,5,09963,5",,,,,"0082,5","MET07603/15/15 19:45:01 METAR KSWF 160045Z 33010G16KT 10SM BKN070 02/M04 A2995 RMK","R01    027TMP046R02   M047DPT046"
"72503814714","2015-03-16T01:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0010,C","-0040,C","99999,9",,,,,,,,,,,,,,"04,5,+02438,5,99,9",,,"2,99,1,+02438,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,02438,1,99,9,99,9","10152,5,09973,5",,,,,,"MET07303/15/15 20:45:01 METAR KSWF 160145Z 27004KT 10SM SCT080 01/M04 A2998 RMK","R01    017TMP046R02   M047DPT046D01      0ADE726"
"72503814714","2015-03-16T02:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","330,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0010,C","-0030,C","99999,9",,,,,,,,,,,,,,"04,5,+01524,5,99,9",,,"2,99,1,+01524,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01524,1,99,9,99,9","10156,5,09976,5",,,,,,"MET07303/15/15 21:45:01 METAR KSWF 160245Z 33007KT 10SM SCT050 01/M03 A2999 RMK","R01    017TMP046R02   M037DPT046D01      0ADE726"
"72503814714","2015-03-16T03:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","320,5,N,0036,5","01158,5,M,N","016093,5,N,5","+0010,C","-0040,C","99999,9",,,,,,,,,,,,,,"07,5,+01158,5,99,9",,,"3,99,1,+01158,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01158,1,99,9,99,9","10156,5,09976,5",,,,,,"MET07303/15/15 22:45:02 METAR KSWF 160345Z 32007KT 10SM BKN038 01/M04 A2999 RMK","R01    017TMP046R02   M047DPT046"
"72503814714","2015-03-16T04:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","350,5,N,0036,5","01067,5,M,N","016093,5,N,5","+0010,C","-0040,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10156,5,09976,5",,,,,,"MET07303/15/15 23:45:02 METAR KSWF 160445Z 35007KT 10SM OVC035 01/M04 A2999 RMK","R01    017TMP046R02   M047DPT046"
"72503814714","2015-03-16T05:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0031,5","01067,5,M,N","016093,5,N,5","+0000,C","-0040,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10159,5,09980,5",,,,,,"MET07303/16/15 00:45:02 METAR KSWF 160545Z 29006KT 10SM OVC035 00/M04 A3000 RMK","R01    007TMP046R02   M047DPT046"
"72503814714","2015-03-16T06:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","330,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0000,C","-0040,C","99999,9",,,,,,,,,,,,,,"04,5,+01067,5,99,9",,,"2,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01067,1,99,9,99,9","10159,5,09980,5",,,,,,"MET07303/16/15 01:45:02 METAR KSWF 160645Z 33007KT 10SM SCT035 00/M04 A3000 RMK","R01    007TMP046R02   M047DPT046D01      0ADE726"
"72503814714","2015-03-16T07:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","22000,7,9,N","016093,5,N,5","-0020,C","-0050,C","99999,9",,,,,,,,,,,,,,"00,7,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10159,5,09980,5",,,,,,"MET07103/16/15 02:45:02 METAR KSWF 160745Z 00000KT 10SM SKC M02/M05 A3000 RMK","R01   SKC7SKY009R02   M027TMP046R03   M057DPT046R04   SKC7GAS009"
"72503814714","2015-03-16T08:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0021,5","22000,7,9,N","016093,5,N,5","-0030,C","-0050,C","99999,9",,,,,,,,,,,,,,"00,7,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10159,5,09980,5",,,,,,"MET07103/16/15 03:45:02 METAR KSWF 160845Z 28004KT 10SM SKC M03/M05 A3000 RMK","R01   SKC7SKY009R02   M037TMP046R03   M057DPT046R04   SKC7GAS009"
"72503814714","2015-03-16T09:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0021,5","22000,7,9,N","016093,5,N,5","-0030,C","-0050,C","99999,9",,,,,,,,,,,,,,"00,7,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10163,5,09983,5",,,,,,"MET07103/16/15 04:45:02 METAR KSWF 160945Z 27004KT 10SM SKC M03/M05 A3001 RMK","R01   SKC7SKY009R02   M037TMP046R03   M057DPT046R04   SKC7GAS009"
"72503814714","2015-03-16T10:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0031,5","03658,5,M,N","016093,5,N,5","-0040,C","-0050,C","99999,9",,,,,,,,,,,,,,"07,5,+03658,5,99,9",,,"3,99,1,+03658,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03658,1,99,9,99,9","10163,5,09983,5",,,,,,"MET07403/16/15 05:45:02 METAR KSWF 161045Z 27006KT 10SM BKN120 M04/M05 A3001 RMK","R01   M047TMP046R02   M057DPT046"
"72503814714","2015-03-16T11:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","04572,5,M,N","032187,5,N,5","-0010,C","-0040,C","99999,9",,,,,,,,,,,,,,"07,5,+04572,5,99,9",,,"3,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,04572,1,99,9,99,9","10159,5,09980,5",,,,,,"MET07403/16/15 06:45:01 METAR KSWF 161145Z 00000KT 20SM BKN150 M01/M04 A3000 RMK","R01   M017TMP046R02   M047DPT046"
"72503814714","2015-03-16T12:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","04572,5,M,N","032187,5,N,5","+0010,C","-0030,C","99999,9",,,,,,,,,,,,,,"07,5,+04572,5,99,9",,,"3,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,04572,1,99,9,99,9","10159,5,09980,5",,,,,,"MET07303/16/15 07:45:02 METAR KSWF 161245Z 00000KT 20SM BKN150 01/M03 A3000 RMK","R01    017TMP046R02   M037DPT046"
"72503814714","2015-03-16T13:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0031,5","04572,5,M,N","032187,5,N,5","+0020,C","-0030,C","99999,9",,,,,,,,,,,,,,"07,5,+04572,5,99,9",,,"3,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,04572,1,99,9,99,9","10156,5,09976,5",,,,,,"MET07303/16/15 08:45:02 METAR KSWF 161345Z 28006KT 20SM BKN150 02/M03 A2999 RMK","R01    027TMP046R02   M037DPT046"
"72503814714","2015-03-16T14:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","04572,5,M,N","032187,5,N,5","+0030,C","-0030,C","99999,9",,,,,,,,,,,,,,"07,5,+04572,5,99,9",,,"3,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,04572,1,99,9,99,9","10149,5,09970,5",,,,,,"MET07303/16/15 09:45:02 METAR KSWF 161445Z 00000KT 20SM BKN150 03/M03 A2997 RMK","R01    037TMP046R02   M037DPT046"
"72503814714","2015-03-16T15:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","04572,5,M,N","032187,5,N,5","+0040,C","-0040,C","99999,9",,,,,,,,,,,,,,"07,5,+04572,5,99,9",,,"3,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,04572,1,99,9,99,9","10146,5,09966,5",,,,,,"MET07303/16/15 10:45:02 METAR KSWF 161545Z 00000KT 20SM BKN150 04/M04 A2996 RMK","R01    047TMP046R02   M047DPT046"
"72503814714","2015-03-16T16:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","04572,5,M,N","032187,5,N,5","+0040,C","-0030,C","99999,9",,,,,,,,,,,,,,"07,5,+04572,5,99,9",,,"3,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,04572,1,99,9,99,9","10139,5,09960,5",,,,,,"MET07303/16/15 11:45:02 METAR KSWF 161645Z 00000KT 20SM BKN150 04/M03 A2994 RMK","R01    047TMP046R02   M037DPT046"
"72503814714","2015-03-16T17:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","220,5,N,0026,5","04572,5,M,N","032187,5,N,5","+0050,C","-0020,C","99999,9",,,,,,,,,,,,,,"07,5,+04572,5,99,9",,,"3,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,04572,1,99,9,99,9","10129,5,09950,5",,,,,,"MET07303/16/15 12:45:02 METAR KSWF 161745Z 22005KT 20SM BKN150 05/M02 A2991 RMK","R01    057TMP046R02   M027DPT046"
"72503814714","2015-03-16T18:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,V,0026,5","03658,5,M,N","032187,5,N,5","+0060,C","-0020,C","99999,9",,,,,,,,,,,,,,"07,5,+03658,5,99,9",,,"3,99,1,+03658,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03658,1,99,9,99,9","10115,5,09936,5",,,,,,"MET07303/16/15 13:45:01 METAR KSWF 161845Z VRB05KT 20SM BKN120 06/M02 A2987 RMK","R01    067TMP046R02   M027DPT046"
"72503814714","2015-03-16T19:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","250,5,N,0026,5","03048,5,M,N","032187,5,N,5","+0070,C","-0020,C","99999,9",,,,,,,,,,,,,,"07,5,+03048,5,99,9",,,"3,99,1,+03048,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03048,1,99,9,99,9","10108,5,09930,5",,,,,,"MET07303/16/15 14:45:02 METAR KSWF 161945Z 25005KT 20SM BKN100 07/M02 A2985 RMK","R01    077TMP046R02   M027DPT046"
"72503814714","2015-03-16T20:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","250,5,N,0041,5","03048,5,M,N","032187,5,N,5","+0080,C","-0020,C","99999,9",,,,,,,,,,,,,,"07,5,+03048,5,99,9",,,"3,99,1,+03048,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03048,1,99,9,99,9","10102,5,09923,5",,,,,,"MET07303/16/15 15:45:02 METAR KSWF 162045Z 25008KT 20SM BKN100 08/M02 A2983 RMK","R01    087TMP046R02   M027DPT046"
"72503814714","2015-03-16T21:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","250,5,N,0041,5","03048,5,M,N","032187,5,N,5","+0090,C","-0010,C","99999,9",,,,,,,,,,,,,,"07,5,+03048,5,99,9",,,"3,99,1,+03048,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03048,1,99,9,99,9","10102,5,09923,5",,,,,,"MET07303/16/15 16:45:02 METAR KSWF 162145Z 25008KT 20SM BKN100 09/M01 A2983 RMK","R01    097TMP046R02   M017DPT046"
"72503814714","2015-03-16T22:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","250,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0090,C","-0010,C","99999,9",,,,,,,,,,,,,,"04,5,+03048,5,99,9",,,"2,99,1,+03048,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03048,1,99,9,99,9","10105,5,09926,5",,,,,,"MET07303/16/15 17:45:02 METAR KSWF 162245Z 25008KT 10SM SCT100 09/M01 A2984 RMK","R01    097TMP046R02   M017DPT046D01      0ADE726"
"72503814714","2015-03-17T00:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0040,C","-0010,C","99999,9",,,,,,,,,,,,,,"04,5,+01524,5,99,9",,,"2,99,1,+01524,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01524,1,99,9,99,9","10098,5,09920,5",,,,,,"MET07303/16/15 19:45:01 METAR KSWF 170045Z 00000KT 10SM SCT050 04/M01 A2982 RMK","R01    047TMP046R02   M017DPT046D01      0ADE726"
"72503814714","2015-03-17T01:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0050,C","-0010,C","99999,9",,,,,,,,,,,,,,"04,5,+01524,5,99,9",,,"2,99,1,+01524,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01524,1,99,9,99,9","10102,5,09923,5",,,,,,"MET07303/16/15 20:45:01 METAR KSWF 170145Z 00000KT 10SM SCT050 05/M01 A2983 RMK","R01    057TMP046R02   M017DPT046D01      0ADE726"
"72503814714","2015-03-17T02:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","03658,5,M,N","016093,5,N,5","+0050,C","+0000,C","99999,9",,,,,,,,,,,,,,"07,5,+03658,5,99,9",,,"3,99,1,+03658,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,03658,1,99,9,99,9","10095,5,09916,5",,,,,,"MET07203/16/15 21:45:02 METAR KSWF 170245Z 00000KT 10SM BKN120 05/00 A2981 RMK","R01    057TMP046R02    007DPT046"
