"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AT1","AT2","AT3","AT4","AT5","AT6","AU1","AU2","AU3","AW1","AW2","AW3","ED1","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","MA1","MV1","MW1","MW2","MW3","OC1","REM","EQD"
"72503814714","2019-01-01T10:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","260,5,N,0057,5","00244,5,M,N","012875,5,N,5","+0100,C","+0100,C","99999,9",,,,,,,,,,,,,,"07,5,+00244,5,99,9",,,"3,99,1,+00244,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9","10010,5,09833,5",,,,,"0088,5","MET07401/01/19 05:45:02 METAR KSWF 011045Z 26011G17KT 8SM BKN008 10/10 A2956 RMK","R01    107TMP046R02    107DPT046"
"72503814714","2019-01-01T11:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","260,5,N,0057,5","01372,5,M,N","016093,5,N,5","+0100,C","+0100,C","99999,9",,,,,,,,,,,,,,"02,5,+00305,5,99,9","07,5,+01372,5,99,9",,"1,99,1,+00305,5,9","3,99,1,+01372,5,9",,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00305,1,99,9,99,9","10010,5,09833,5",,,,,"0103,5","MET08201/01/19 06:45:02 METAR KSWF 011145Z 26011G20KT 10SM FEW010 BKN045 10/10 A2956 RMK","R01    107TMP046R02    107DPT046"
"72503814714","2019-01-01T12:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","250,5,N,0088,5","01829,5,M,N","024140,5,N,5","+0100,C","+0100,C","99999,9",,,,,,,,,,,,,,"02,5,+00914,5,99,9","07,5,+01829,5,99,9",,"1,99,1,+00914,5,9","3,99,1,+01829,5,9",,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00914,1,99,9,99,9","10024,5,09846,5",,,,,"0129,5","MET08201/01/19 07:45:02 METAR KSWF 011245Z 25017G25KT 15SM FEW030 BKN060 10/10 A2960 RMK","R01    107TMP046R02    107DPT046"
"72503814714","2019-01-01T13:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0103,5","01829,5,M,N","024140,5,N,5","+0120,C","+0100,C","99999,9",,,,,,,,,,,,,,"04,5,+01067,5,99,9","07,5,+01829,5,99,9",,"2,99,1,+01067,5,9","3,99,1,+01829,5,9",,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10044,5,09866,5",,,,,"0129,5","MET08201/01/19 08:45:02 METAR KSWF 011345Z 27020G25KT 15SM SCT035 BKN060 12/10 A2966 RMK","R01    127TMP046R02    107DPT046"
"72503814714","2019-01-01T14:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0077,5","01067,5,M,N","024140,5,N,5","+0120,C","+0080,C","99999,9",,,,,,,,,,,,,,"07,5,+01067,5,99,9","07,5,+01829,5,99,9",,"3,99,1,+01067,5,9","3,99,1,+01829,5,9",,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10064,5,09886,5",,,,,"0129,5","MET08201/01/19 09:45:02 METAR KSWF 011445Z 30015G25KT 15SM BKN035 BKN060 12/08 A2972 RMK","R01    127TMP046R02    087DPT046"
"72503814714","2019-01-01T15:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","310,5,N,0129,5","01372,5,M,N","032187,5,N,5","+0110,C","+0050,C","99999,9",,,,,,,,,,,,,,"07,5,+01372,5,99,9",,,"3,99,1,+01372,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01372,1,99,9,99,9","10088,5,09910,5",,,,,"0170,5","MET08201/01/19 10:45:02 METAR KSWF 011545Z 31025G33KT 20SM BKN045 11/05 A2979 RMK PRESRR","R01    117TMP046R02    057DPT046"
"72503814714","2019-01-01T16:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","310,5,N,0082,5","01219,5,M,N","032187,5,N,5","+0090,C","+0030,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10108,5,09930,5",,,,,"0144,5","MET08201/01/19 11:45:02 METAR KSWF 011645Z 31016G28KT 20SM BKN040 09/03 A2985 RMK PRESRR","R01    097TMP046R02    037DPT046"
"72503814714","2019-01-01T17:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0093,5","01219,5,M,N","032187,5,N,5","+0080,C","+0010,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10112,5,09933,5",,,,,"0144,5","MET07501/01/19 12:45:02 METAR KSWF 011745Z 30018G28KT 20SM BKN040 08/01 A2986 RMK","R01    087TMP046R02    017DPT046"
"72503814714","2019-01-01T18:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0093,5","22000,5,9,N","032187,5,N,5","+0080,C","+0010,C","99999,9",,,,,,,,,,,,,,"04,5,+01219,5,99,9",,,"2,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01219,1,99,9,99,9","10115,5,09936,5",,,,,"0129,5","MET07501/01/19 13:45:02 METAR KSWF 011845Z 30018G25KT 20SM SCT040 08/01 A2987 RMK","R01    087TMP046R02    017DPT046D01      0ADE726"
"72503814714","2019-01-01T19:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","320,5,N,0093,5","22000,5,9,N","032187,5,N,5","+0070,C","+0000,C","99999,9",,,,,,,,,,,,,,"04,5,+01219,5,99,9",,,"2,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01219,1,99,9,99,9","10139,5,09960,5",,,,,"0139,5","MET08201/01/19 14:45:02 METAR KSWF 011945Z 32018G27KT 20SM SCT040 07/00 A2994 RMK PRESRR","R01    077TMP046R02    007DPT046D01      0ADE726"
"72503814714","2019-01-01T20:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0088,5","01219,5,M,N","032187,5,N,5","+0060,C","+0000,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10156,5,09976,5",,,,,"0124,5","MET08201/01/19 15:45:02 METAR KSWF 012045Z 30017G24KT 20SM BKN040 06/00 A2999 RMK PRESRR","R01    067TMP046R02    007DPT046"
"72503814714","2019-01-01T21:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0062,5","01067,5,M,N","016093,5,N,5","+0050,C","-0010,C","99999,9",,,,,,,,,,,,,,"07,5,+01067,5,99,9",,,"3,99,1,+01067,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10166,5,09986,5",,,,,"0103,5","MET07601/01/19 16:45:02 METAR KSWF 012145Z 30012G20KT 10SM BKN035 05/M01 A3002 RMK","R01    057TMP046R02   M017DPT046"
"72503814714","2019-01-01T22:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0072,5","01067,5,M,N","016093,5,N,5","+0040,C","-0010,C","99999,9",,,,,,,,,,,,,,"07,5,+01067,5,99,9",,,"3,99,1,+01067,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10173,5,09993,5",,,,,"0113,5","MET07601/01/19 17:45:02 METAR KSWF 012245Z 30014G22KT 10SM BKN035 04/M01 A3004 RMK","R01    047TMP046R02   M017DPT046"
"72503814714","2019-01-01T23:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0030,C","-0010,C","99999,9",,,,,,,,,,,,,,"04,5,+01219,5,99,9",,,"2,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01219,1,99,9,99,9","10186,5,10006,5",,,,,,"MET07301/01/19 18:45:02 METAR KSWF 012345Z 29010KT 10SM SCT040 03/M01 A3008 RMK","R01    037TMP046R02   M017DPT046D01      0ADE726"
"72503814714","2019-01-02T00:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0041,5","01219,5,M,N","016093,5,N,5","+0040,C","-0010,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10196,5,10016,5",,,,,,"MET07301/01/19 19:45:01 METAR KSWF 020045Z 30008KT 10SM BKN040 04/M01 A3011 RMK","R01    047TMP046R02   M017DPT046"
"72503814714","2019-01-02T01:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0062,5","01219,5,M,N","016093,5,N,5","+0040,C","-0020,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10200,5,10020,5",,,,,,"MET07301/01/19 20:45:01 METAR KSWF 020145Z 30012KT 10SM BKN040 04/M02 A3012 RMK","R01    047TMP046R02   M027DPT046"
"72503814714","2019-01-02T02:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","300,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0030,C","-0030,C","99999,9",,,,,,,,,,,,,,"04,5,+01219,5,99,9",,,"2,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01219,1,99,9,99,9","10200,5,10020,5",,,,,"0093,5","MET07601/01/19 21:45:01 METAR KSWF 020245Z 30010G18KT 10SM SCT040 03/M03 A3012 RMK","R01    037TMP046R02   M037DPT046D01      0ADE726"
"72503814714","2019-01-02T03:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","310,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0020,C","-0030,C","99999,9",,,,,,,,,,,,,,"04,5,+01372,5,99,9",,,"2,99,1,+01372,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01372,1,99,9,99,9","10203,5,10023,5",,,,,,"MET07301/01/19 22:45:02 METAR KSWF 020345Z 31010KT 10SM SCT045 02/M03 A3013 RMK","R01    027TMP046R02   M037DPT046D01      0ADE726"
"72503814714","2019-01-02T04:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","310,5,N,0031,5","01372,5,M,N","016093,5,N,5","+0010,C","-0030,C","99999,9",,,,,,,,,,,,,,"07,5,+01372,5,99,9",,,"3,99,1,+01372,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01372,1,99,9,99,9","10210,5,10030,5",,,,,,"MET07301/01/19 23:45:02 METAR KSWF 020445Z 31006KT 10SM BKN045 01/M03 A3015 RMK","R01    017TMP046R02   M037DPT046"
"72503814714","2019-01-02T04:59:00","O","41.5","-74.1","177.1","STEWART FIELD, NY US","SOD  ","KSWF ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","AU,16,RA  ,5","AU,13,BR  ,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72503814714","2019-01-02T05:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0026,5","01219,5,M,N","016093,5,N,5","+0010,C","-0030,C","99999,9",,,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10217,5,10037,5",,,,,,"MET07301/02/19 00:45:02 METAR KSWF 020545Z 27005KT 10SM BKN040 01/M03 A3017 RMK","R01    017TMP046R02   M037DPT046"
"72503814714","2019-01-02T06:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0026,5","01067,5,M,N","016093,5,N,5","+0010,C","-0030,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10230,5,10050,5",,,,,,"MET08001/02/19 01:45:02 METAR KSWF 020645Z 27005KT 10SM OVC035 01/M03 A3021 RMK PRESRR","R01    017TMP046R02   M037DPT046"
"72503814714","2019-01-02T07:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0026,5","01067,5,M,N","016093,5,N,5","+0010,C","-0040,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10237,5,10057,5",,,,,,"MET07301/02/19 02:45:02 METAR KSWF 020745Z 27005KT 10SM OVC035 01/M04 A3023 RMK","R01    017TMP046R02   M047DPT046"
"72503814714","2019-01-02T08:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,V,0026,5","01067,5,M,N","016093,5,N,5","+0000,C","-0040,C","99999,9",,,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10240,5,10060,5",,,,,,"MET07301/02/19 03:45:02 METAR KSWF 020845Z VRB05KT 10SM OVC035 00/M04 A3024 RMK","R01    007TMP046R02   M047DPT046"
"72503814714","2019-01-02T09:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","090,5,N,0026,5","01067,5,M,N","016093,5,N,5","-0010,C","-0040,C","99999,9",,,,,,,,,,,,,,"07,5,+01067,5,99,9",,,"3,99,1,+01067,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10240,5,10060,5",,,,,,"MET07401/02/19 04:45:02 METAR KSWF 020945Z 09005KT 10SM BKN035 M01/M04 A3024 RMK","R01   M017TMP046R02   M047DPT046"
"72503814714","2019-01-02T10:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","090,5,N,0026,5","01067,5,M,N","016093,5,N,5","-0020,C","-0050,C","99999,9",,,,,,,,,,,,,,"07,5,+01067,5,99,9",,,"3,99,1,+01067,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10251,5,10070,5",,,,,,"MET08101/02/19 05:45:02 METAR KSWF 021045Z 09005KT 10SM BKN035 M02/M05 A3027 RMK PRESRR","R01   M027TMP046R02   M057DPT046"
"72503814714","2019-01-02T11:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,V,0021,5","22000,5,9,N","016093,5,N,5","-0030,C","-0050,C","99999,9",,,,,,,,,,,,,,"02,5,+01067,5,99,9",,,"1,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,01067,1,99,9,99,9","10261,5,10080,5",,,,,,"MET08101/02/19 06:45:02 METAR KSWF 021145Z VRB04KT 10SM FEW035 M03/M05 A3030 RMK PRESRR","R01   M037TMP046R02   M057DPT046D01      0ADE726"
"72503814714","2019-01-02T12:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,V,0021,5","22000,5,9,N","032187,5,N,5","-0030,C","-0050,C","99999,9",,,,,,,,,,,,,,"04,5,+03048,5,99,9",,,"2,99,1,+03048,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,03048,1,99,9,99,9","10264,5,10083,5",,,,,,"MET07401/02/19 07:45:02 METAR KSWF 021245Z VRB04KT 20SM SCT100 M03/M05 A3031 RMK","R01   M037TMP046R02   M057DPT046D01      0ADE726"
"72503814714","2019-01-02T13:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,V,0021,5","22000,5,9,N","032187,5,N,5","-0020,C","-0050,C","99999,9",,,,,,,,,,,,,,"04,5,+04572,5,99,9",,,"2,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,04572,1,99,9,99,9","10274,5,10093,5",,,,,,"MET07401/02/19 08:45:02 METAR KSWF 021345Z VRB04KT 20SM SCT150 M02/M05 A3034 RMK","R01   M027TMP046R02   M057DPT046D01      0ADE726"
"72503814714","2019-01-02T14:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,V,0026,5","22000,5,9,N","032187,5,N,5","-0010,C","-0050,C","99999,9",,,,,,,,,,,,,,"04,5,+04572,5,99,9",,,"2,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,04572,1,99,9,99,9","10278,5,10097,5",,,,,,"MET07401/02/19 09:45:02 METAR KSWF 021445Z VRB05KT 20SM SCT150 M01/M05 A3035 RMK","R01   M017TMP046R02   M057DPT046D01      0ADE726"
"72503814714","2019-01-02T15:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","22000,5,9,N","032187,5,N,5","+0000,C","-0050,C","99999,9",,,,,,,,,,,,,,"04,5,+04572,5,99,9",,,"2,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,04572,1,99,9,99,9","10274,5,10093,5",,,,,,"MET07301/02/19 10:45:02 METAR KSWF 021545Z 00000KT 20SM SCT150 00/M05 A3034 RMK","R01    007TMP046R02   M057DPT046D01      0ADE726"
"72503814714","2019-01-02T16:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","22000,5,9,N","032187,5,N,5","+0000,C","-0050,C","99999,9",,,,,,,,,,,,,,"04,5,+04572,5,99,9",,,"2,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,04572,1,99,9,99,9","10268,5,10087,5",,,,,,"MET07301/02/19 11:45:02 METAR KSWF 021645Z 00000KT 20SM SCT150 00/M05 A3032 RMK","R01    007TMP046R02   M057DPT046D01      0ADE726"
"72503814714","2019-01-02T17:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","22000,5,9,N","032187,5,N,5","+0010,C","-0050,C","99999,9",,,,,,,,,,,,,,"04,5,+04572,5,99,9",,,"2,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,04572,1,99,9,99,9","10261,5,10080,5",,,,,,"MET07301/02/19 12:45:02 METAR KSWF 021745Z 00000KT 20SM SCT150 01/M05 A3030 RMK","R01    017TMP046R02   M057DPT046D01      0ADE726"
"72503814714","2019-01-02T18:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","22000,5,9,N","032187,5,N,5","+0010,C","-0050,C","99999,9",,,,,,,,,,,,,,"04,5,+04572,5,99,9",,,"2,99,1,+04572,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,04572,1,99,9,99,9","10257,5,10077,5",,,,,,"MET07301/02/19 13:45:02 METAR KSWF 021845Z 00000KT 20SM SCT150 01/M05 A3029 RMK","R01    017TMP046R02   M057DPT046D01      0ADE726"
"72503814714","2019-01-02T19:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","04572,5,M,N","032187,5,N,5","+0020,C","-0050,C","99999,9",,,,,,,,,,,,,,"07,5,+04572,5,99,9",,,"3,99,1,+04572,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,04572,1,99,9,99,9","10254,5,10073,5",,,,,,"MET07301/02/19 14:45:02 METAR KSWF 021945Z 00000KT 20SM BKN150 02/M05 A3028 RMK","R01    027TMP046R02   M057DPT046"
