"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AW1","AW2","AW3","ED1","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","MA1","MV1","MW1","MW2","MW3","OC1","REM","EQD"
"72503814714","2016-01-01T11:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0051,5","01067,5,M,N","016093,5,N,5","+0020,C","-0020,C","99999,9",,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10166,5,09986,5",,,,,,"MET07301/01/16 06:45:02 METAR KSWF 011145Z 29010KT 10SM OVC035 02/M02 A3002 RMK","R01    027TMP046R02   M027DPT046"
"72503814714","2016-01-01T13:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0051,5","01067,5,M,N","016093,5,N,5","+0020,C","-0020,C","99999,9",,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10166,5,09986,5",,,,,,"MET07301/01/16 08:45:02 METAR KSWF 011345Z 29010KT 10SM OVC035 02/M02 A3002 RMK","R01    027TMP046R02   M027DPT046"
"72503814714","2016-01-01T14:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0041,5","00914,5,M,N","024140,5,N,5","+0030,C","-0030,C","99999,9",,,,,,,,,,,,,"08,5,+00914,5,99,9",,,"4,99,1,+00914,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00914,1,99,9,99,9","10173,5,09993,5",,,,,,"MET07301/01/16 09:45:02 METAR KSWF 011445Z 27008KT 15SM OVC030 03/M03 A3004 RMK","R01    037TMP046R02   M037DPT046"
"72503814714","2016-01-01T15:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0051,5","01067,5,M,N","024140,5,N,5","+0030,C","-0030,C","99999,9",,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10166,5,09986,5",,,,,,"MET07301/01/16 10:45:02 METAR KSWF 011545Z 28010KT 15SM OVC035 03/M03 A3002 RMK","R01    037TMP046R02   M037DPT046"
"72503814714","2016-01-01T16:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0077,5","01067,5,M,N","032187,5,N,5","+0030,C","-0030,C","99999,9",,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10152,5,09973,5",,,,,,"MET07301/01/16 11:45:02 METAR KSWF 011645Z 28015KT 20SM OVC035 03/M03 A2998 RMK","R01    037TMP046R02   M037DPT046"
"72503814714","2016-01-01T17:45:00","6","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0077,5","01067,5,M,N","032187,5,N,5","+0030,C","-0030,C","99999,9",,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,,,"10152,5,09973,5",,,,,,"MET07301/01/16 12:45:02 METAR KSWF 011745Z 28015KT 20SM OVC035 03/M03 A2998 RMK","R01    037TMP046R02   M037DPT046"
"72503814714","2016-01-01T18:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0077,5","01067,5,M,N","032187,5,N,5","+0030,C","-0030,C","99999,9",,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10142,5,09963,5",,,,,"0113,5","MET07601/01/16 13:45:02 METAR KSWF 011845Z 28015G22KT 20SM OVC035 03/M03 A2995 RMK","R01    037TMP046R02   M037DPT046"
"72503814714","2016-01-01T19:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0051,5","01219,5,M,N","032187,5,N,5","+0020,C","-0040,C","99999,9",,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10139,5,09960,5",,,,,"0093,5","MET07601/01/16 14:45:02 METAR KSWF 011945Z 28010G18KT 20SM BKN040 02/M04 A2994 RMK","R01    027TMP046R02   M047DPT046"
"72503814714","2016-01-01T20:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0072,5","01676,5,M,N","032187,5,N,5","+0020,C","-0040,C","99999,9",,,,,,,,,,,,,"04,5,+01219,5,99,9","07,5,+01676,5,99,9",,"2,99,1,+01219,5,9","3,99,1,+01676,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10139,5,09960,5",,,,,"0108,5","MET08301/01/16 15:45:02 METAR KSWF 012045Z 28014G21KT 20SM SCT040 BKN055 02/M04 A2994 RMK","R01    027TMP046R02   M047DPT046"
"72503814714","2016-01-01T21:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0010,C","-0040,C","99999,9",,,,,,,,,,,,,"04,5,+01219,5,99,9",,,"2,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01219,1,99,9,99,9","10142,5,09963,5",,,,,,"MET07301/01/16 16:45:02 METAR KSWF 012145Z 28010KT 10SM SCT040 01/M04 A2995 RMK","R01    017TMP046R02   M047DPT046D01      0ADE726"
"72503814714","2016-01-01T22:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0010,C","-0040,C","99999,9",,,,,,,,,,,,,"04,5,+01524,5,99,9",,,"2,99,1,+01524,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01524,1,99,9,99,9","10146,5,09966,5",,,,,,"MET07301/01/16 17:45:02 METAR KSWF 012245Z 29012KT 10SM SCT050 01/M04 A2996 RMK","R01    017TMP046R02   M047DPT046D01      0ADE726"
"72503814714","2016-01-01T23:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0072,5","01829,5,M,N","016093,5,N,5","+0010,C","-0040,C","99999,9",,,,,,,,,,,,,"07,5,+01829,5,99,9",,,"3,99,1,+01829,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01829,1,99,9,99,9","10152,5,09973,5",,,,,,"MET07301/01/16 18:45:02 METAR KSWF 012345Z 29014KT 10SM BKN060 01/M04 A2998 RMK","R01    017TMP046R02   M047DPT046"
"72503814714","2016-01-02T00:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0051,5","22000,5,9,N","016093,5,N,5","-0010,C","-0040,C","99999,9",,,,,,,,,,,,,"04,5,+01829,5,99,9",,,"2,99,1,+01829,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01829,1,99,9,99,9","10152,5,09973,5",,,,,,"MET07401/01/16 19:45:01 METAR KSWF 020045Z 28010KT 10SM SCT060 M01/M04 A2998 RMK","R01   M017TMP046R02   M047DPT046D01      0ADE726"
"72503814714","2016-01-02T01:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","260,5,N,0041,5","01829,5,M,N","016093,5,N,5","+0000,C","-0060,C","99999,9",,,,,,,,,,,,,"08,5,+01829,5,99,9",,,"4,99,1,+01829,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01829,1,99,9,99,9","10156,5,09976,5",,,,,,"MET07301/01/16 20:45:01 METAR KSWF 020145Z 26008KT 10SM OVC060 00/M06 A2999 RMK","R01    007TMP046R02   M067DPT046"
"72503814714","2016-01-02T02:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","260,5,N,0031,5","01829,5,M,N","016093,5,N,5","+0000,C","-0060,C","99999,9",,,,,,,,,,,,,"08,5,+01829,5,99,9",,,"4,99,1,+01829,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01829,1,99,9,99,9","10156,5,09976,5",,,,,,"MET07301/01/16 21:45:01 METAR KSWF 020245Z 26006KT 10SM OVC060 00/M06 A2999 RMK","R01    007TMP046R02   M067DPT046"
"72503814714","2016-01-02T03:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","01829,5,M,N","016093,5,N,5","-0010,C","-0050,C","99999,9",,,,,,,,,,,,,"07,5,+01829,5,99,9",,,"3,99,1,+01829,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01829,1,99,9,99,9","10156,5,09976,5",,,,,,"MET07401/01/16 22:45:01 METAR KSWF 020345Z 00000KT 10SM BKN060 M01/M05 A2999 RMK","R01   M017TMP046R02   M057DPT046"
"72503814714","2016-01-02T04:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","999,9,C,0000,5","01829,7,M,N","016093,5,N,5","+0000,C","-0060,C","99999,9",,,,,,,,,,,,,"07,7,+01829,7,99,9",,,"3,99,1,+01829,7,9",,,"9,AGL   ,+99999,+99999",,"10156,5,09976,5",,,,,,"MET08101/01/16 23:45:02 METAR KSWF 020445Z 00000KT 10SM SCT 040 BKN060 00/M06 A2999 RMK","R01SCT 047SKY009R02    007TMP046R03   M067DPT046R04SCT 047GAS009D01      0ADE539"
"72503814714","2016-01-02T05:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0051,5","01524,5,M,N","016093,5,N,5","-0010,C","-0050,C","99999,9",,,,,,,,,,,,,"04,5,+01067,5,99,9","07,5,+01524,5,99,9",,"2,99,1,+01067,5,9","3,99,1,+01524,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10156,5,09976,5",,,,,"0103,5","MET08401/02/16 00:45:02 METAR KSWF 020545Z 29010G20KT 10SM SCT035 BKN050 M01/M05 A2999 RMK","R01   M017TMP046R02   M057DPT046"
"72503814714","2016-01-02T07:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0051,5","22000,5,9,N","016093,5,N,5","-0030,C","-0060,C","99999,9",,,,,,,,,,,,,"04,5,+01067,5,99,9",,,"2,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01067,1,99,9,99,9","10163,5,09983,5",,,,,,"MET07401/02/16 02:45:02 METAR KSWF 020745Z 29010KT 10SM SCT035 M03/M06 A3001 RMK","R01   M037TMP046R02   M067DPT046D01      0ADE726"
"72503814714","2016-01-02T08:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0051,5","22000,7,9,N","016093,5,N,5","-0030,C","-0070,C","99999,9",,,,,,,,,,,,,"00,7,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10163,5,09983,5",,,,,"0103,5","MET07401/02/16 03:45:02 METAR KSWF 020845Z 29010G20KT 10SM SKC M03/M07 A3001 RMK","R01   SKC7SKY009R02   M037TMP046R03   M077DPT046R04   SKC7GAS009"
"72503814714","2016-01-02T09:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0051,5","22000,7,9,N","016093,5,N,5","-0030,C","-0080,C","99999,9",,,,,,,,,,,,,"00,7,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10163,5,09983,5",,,,,"0103,5","MET07401/02/16 04:45:02 METAR KSWF 020945Z 29010G20KT 10SM SKC M03/M08 A3001 RMK","R01   SKC7SKY009R02   M037TMP046R03   M087DPT046R04   SKC7GAS009"
"72503814714","2016-01-02T10:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0026,5","22000,5,9,N","016093,5,N,5","-0030,C","-0070,C","99999,9",,,,,,,,,,,,,"02,5,+01067,5,99,9",,,"1,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,01067,1,99,9,99,9","10169,5,09990,5",,,,,,"MET07401/02/16 05:45:02 METAR KSWF 021045Z 27005KT 10SM FEW035 M03/M07 A3003 RMK","R01   M037TMP046R02   M077DPT046D01      0ADE726"
"72503814714","2016-01-02T11:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0026,5","22000,5,9,N","016093,5,N,5","-0030,C","-0060,C","99999,9",,,,,,,,,,,,,"04,5,+01067,5,99,9",,,"2,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01067,1,99,9,99,9","10173,5,09993,5",,,,,,"MET07401/02/16 06:45:02 METAR KSWF 021145Z 27005KT 10SM SCT035 M03/M06 A3004 RMK","R01   M037TMP046R02   M067DPT046D01      0ADE726"
"72503814714","2016-01-02T12:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0026,5","22000,5,9,N","032187,5,N,5","-0020,C","-0050,C","99999,9",,,,,,,,,,,,,"04,5,+01372,5,99,9",,,"2,99,1,+01372,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01372,1,99,9,99,9","10176,5,09996,5",,,,,,"MET07401/02/16 07:45:02 METAR KSWF 021245Z 27005KT 20SM SCT045 M02/M05 A3005 RMK","R01   M027TMP046R02   M057DPT046D01      0ADE726"
"72503814714","2016-01-02T13:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0041,5","01219,5,M,N","032187,5,N,5","-0010,C","-0050,C","99999,9",,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10179,5,10000,5",,,,,,"MET07401/02/16 08:45:02 METAR KSWF 021345Z 28008KT 20SM BKN040 M01/M05 A3006 RMK","R01   M017TMP046R02   M057DPT046"
"72503814714","2016-01-02T14:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","250,5,N,0026,5","01219,5,M,N","032187,5,N,5","-0020,C","-0040,C","99999,9",,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10183,5,10003,5",,,,,,"MET07401/02/16 09:45:02 METAR KSWF 021445Z 25005KT 20SM BKN040 M02/M04 A3007 RMK","R01   M027TMP046R02   M047DPT046"
"72503814714","2016-01-02T15:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","270,5,N,0041,5","01219,5,M,N","032187,5,N,5","+0000,C","-0050,C","99999,9",,,,,,,,,,,,,"07,5,+01219,5,99,9",,,"3,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10176,5,09996,5",,,,,,"MET07301/02/16 10:45:02 METAR KSWF 021545Z 27008KT 20SM BKN040 00/M05 A3005 RMK","R01    007TMP046R02   M057DPT046"
"72503814714","2016-01-02T16:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0072,5","01128,5,M,N","032187,5,N,5","+0010,C","-0050,C","99999,9",,,,,,,,,,,,,"07,5,+01128,5,99,9",,,"3,99,1,+01128,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01128,1,99,9,99,9","10166,5,09986,5",,,,,,"MET07301/02/16 11:45:02 METAR KSWF 021645Z 29014KT 20SM BKN037 01/M05 A3002 RMK","R01    017TMP046R02   M057DPT046"
"72503814714","2016-01-02T17:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","260,5,N,0041,5","01006,5,M,N","032187,5,N,5","+0010,C","-0050,C","99999,9",,,,,,,,,,,,,"08,5,+01006,5,99,9",,,"4,99,1,+01006,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01006,1,99,9,99,9","10156,5,09976,5",,,,,,"MET07301/02/16 12:45:02 METAR KSWF 021745Z 26008KT 20SM OVC033 01/M05 A2999 RMK","R01    017TMP046R02   M057DPT046"
"72503814714","2016-01-02T18:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0062,5","01067,5,M,N","032187,5,N,5","+0010,C","-0050,C","99999,9",,,,,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10152,5,09973,5",,,,,,"MET07301/02/16 13:45:02 METAR KSWF 021845Z 29012KT 20SM OVC035 01/M05 A2998 RMK","R01    017TMP046R02   M057DPT046"
"72503814714","2016-01-02T19:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0062,5","01219,5,M,N","032187,5,N,5","+0020,C","-0050,C","99999,9",,,,,,,,,,,,,"08,5,+01219,5,99,9",,,"4,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10156,5,09976,5",,,,,,"MET07301/02/16 14:45:02 METAR KSWF 021945Z 28012KT 20SM OVC040 02/M05 A2999 RMK","R01    027TMP046R02   M057DPT046"
"72503814714","2016-01-02T20:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0062,5","01219,5,M,N","032187,5,N,5","+0010,C","-0040,C","99999,9",,,,,,,,,,,,,"08,5,+01219,5,99,9",,,"4,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10149,5,09970,5",,,,,,"MET07301/02/16 15:45:02 METAR KSWF 022045Z 28012KT 20SM OVC040 01/M04 A2997 RMK","R01    017TMP046R02   M047DPT046"
"72503814714","2016-01-02T21:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0051,5","01219,5,M,N","016093,5,N,5","+0010,C","-0050,C","99999,9",,,,,,,,,,,,,"08,5,+01219,5,99,9",,,"4,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10149,5,09970,5",,,,,,"MET07301/02/16 16:45:02 METAR KSWF 022145Z 28010KT 10SM OVC040 01/M05 A2997 RMK","R01    017TMP046R02   M057DPT046"
"72503814714","2016-01-02T22:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","280,5,N,0051,5","01219,5,M,N","016093,5,N,5","+0010,C","-0050,C","99999,9",,,,,,,,,,,,,"08,5,+01219,5,99,9",,,"4,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10152,5,09973,5",,,,,,"MET07301/02/16 17:45:02 METAR KSWF 022245Z 28010KT 10SM OVC040 01/M05 A2998 RMK","R01    017TMP046R02   M057DPT046"
"72503814714","2016-01-02T23:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","260,5,N,0026,5","01219,5,M,N","016093,5,N,5","+0010,C","-0060,C","99999,9",,,,,,,,,,,,,"08,5,+01219,5,99,9",,,"4,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10152,5,09973,5",,,,,,"MET07301/02/16 18:45:02 METAR KSWF 022345Z 26005KT 10SM OVC040 01/M06 A2998 RMK","R01    017TMP046R02   M067DPT046"
"72503814714","2016-01-03T00:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","260,5,N,0031,5","01219,5,M,N","016093,5,N,5","+0010,C","-0060,C","99999,9",,,,,,,,,,,,,"08,5,+01219,5,99,9",,,"4,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10152,5,09973,5",,,,,,"MET07301/02/16 19:45:01 METAR KSWF 030045Z 26006KT 10SM OVC040 01/M06 A2998 RMK","R01    017TMP046R02   M067DPT046"
"72503814714","2016-01-03T01:45:00","7","41.5","-74.1","177.1","STEWART FIELD, NY US","FM-15","KSWF ","V020","290,5,N,0031,5","01219,5,M,N","016093,5,N,5","+0000,C","-0060,C","99999,9",,,,,,,,,,,,,"08,5,+01219,5,99,9",,,"4,99,1,+01219,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01219,1,99,9,99,9","10146,5,09966,5",,,,,,"MET07301/02/16 20:45:01 METAR KSWF 030145Z 29006KT 10SM OVC040 00/M06 A2996 RMK","R01    007TMP046R02   M067DPT046"
