"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AJ1","AT1","AT2","AT3","AT4","AT5","AT6","AU1","AU2","AU3","AW1","AW2","AW3","AW4","AX1","AX2","AX3","AX4","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","OC1","OD1","OE1","OE2","OE3","WA1","REM","EQD"
"72503614757","2019-01-01T04:51:00","6","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","999,9,C,0000,5","00488,5,M,N","004023,5,N,5","+0040,5","+0040,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5","0,0,00,1,0,1,5",,"10,5","61,5",,,,,,,"08,5,+00488,5,99,9",,,"4,99,1,+00488,5,9",,,,,,,,,,,,,,,"10091,5,10033,5",,,,,,"61,5",,,,,,,"MET10412/31/18 23:51:03 SPECI KPOU 010451Z 00000KT 2 1/2SM -RA BR OVC016 04/04 A2980 RMK AO2 PRESFR P0012 FIBI",
"72503614757","2019-01-01T04:53:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-15","KPOU ","V020","999,9,C,0000,5","00488,5,M,N","004828,5,N,5","+0044,5","+0039,5","10090,5","01,0025,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5","0,0,00,1,0,1,5",,"10,5","61,5",,,,,,,"08,5,+00488,5,99,9",,,"4,99,1,+00488,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00488,1,99,9,99,9","240,M,+0056,1","240,N,-0039,1",,,,,,,,,"10091,5,10033,5",,,,,,"61,5",,,,,,,"MET11512/31/18 23:53:03 METAR KPOU 010453Z 00000KT 3SM -RA BR OVC016 04/04 A2980 RMK AO2 SLP090 P0012 T00440039 400561039",
"72503614757","2019-01-01T04:59:00","6","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","SOD  ","KPOU ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0208,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01,5,24,5",,,,,,,,,,,,"240,M,+0056,5","240,N,-0038,5",,,,,,,,,,,"10183,4,10088,4",,,,,,,"1,24,00626,130,9999,5","2,24,00402,160,9999,5","3,24,00089,999,9999,5",,"SOD70924 HR PRECIPITATION (IN): 0.82 WEATHER(CODE):1  24 HR MAX TEMP (F): 4224 HR MIN TEMP (F): 25AVERAGE STATION PRESSURE:30.070 MINIMUM SEA LEVEL PRESSURE:29.79 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):130 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  9FASTEST 2MIN DIR (DEG):160 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 2.0 24 HR AVG TEMP (F): 34DEPART FROM NORMAL:  7  HEATING DEGREE DAYS: 31 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):42  LATEST NIGHT MIN TEMP(1900-0800 LST):25 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.05 0.11 0.16 0.10 0.09 0.21 0.10",
"72503614757","2019-01-01T04:59:00","6","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","SOM  ","KPOU ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,"01029,9,6","00330,9,2021,9999,9999,6","11,5,08,5,03,5,01,5","005,0010,9,211133,5","010,0015,9,211136,5","015,0023,9,211133,5","020,0028,9,210710,5","030,0041,9,210706,5","045,0056,9,210704,5","060,0074,9,210706,5","080,0086,9,210715,5","100,0097,9,210724,5","120,0112,9,210715,5","150,0135,9,210715,5","180,0147,9,210724,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"744,N,-0367,5","744,M,+0556,5","744,A,+0094,5","N,9,-0105,119999,5","M,9,+0172,219999,5","744,H,0961,5","744,C,0000,5","03,5,00,5,23,5,00,5",,,,"10127,4,10186,4","10376,271001,5,09871,220436,5",,,,,,,,,"SOM795PCP MTOT:4.05 PCP GT 24HRS:1.30 DATE(S):20-21 DAYS W/PCP >=.01:11 DAYS W/PCP >=.10:8  DAYS W/ PCP >=.50:3 DAYS W/PCP >=1.00:1 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.04  21/1133 MIN:10 0.06  21/1136 MIN:15 0.09  21/1133 MIN:20 0.11  21/0710 MIN:30 0.16  21/0706 MIN:45 0.22  21/0704 MIN:60 0.29  21/0706 MIN:80 0.34  21/0715 MIN:100 0.38  21/0724 MIN:120 0.44  21/0715 MIN:150 0.53  21/0715 MIN:180 0.58  21/0724 AVG DLY MIN:25.4  AVG DLY MAX:42.0  AVG MLY TMP:33.7  MIN TMP:13 DATE(S):11 MAX TMP:63  DATE(S):21 DAYS MAX <=32:3 DAYS MAX >=90:0  DAYS MIN <=32:23 DAYS MIN  <=0:0  AVG STP:29.905 LWST SLP:29.15 DATE/TIME:220436 HGST SLP:30.64 DATE/TIME:271001 HDD MTH TOT:961 DEP NORM:-2553 SEASON(JUL 1-JUN 30):2239 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):970 DEP NORM:-25536","R01  4.057ABP070R02  1.307ADP081"
"72503614757","2019-01-01T05:12:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","999,9,C,0000,5","00457,5,M,N","003219,5,N,5","+0044,5","+0039,5","99999,9","01,0005,3,1",,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5","0,0,00,1,0,1,5",,"10,5","61,5",,,,,,,"08,5,+00457,5,99,9",,,"4,99,1,+00457,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,"10085,5,10026,5",,,,,,"61,5",,,,,,,"MET10501/01/19 00:12:02 SPECI KPOU 010512Z 00000KT 2SM -RA BR OVC015 04/04 A2978 RMK AO2 PRESFR P0002 T00440039",
"72503614757","2019-01-01T05:31:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","110,5,N,0021,5","00457,5,M,N","006437,5,N,5","+0056,5","+0044,5","99999,9","01,0010,3,1",,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5","0,0,00,1,0,1,5",,"10,5","61,5",,,,,,,"08,5,+00457,5,99,9",,,"4,99,1,+00457,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,"10078,5,10019,5",,,,,,"61,5",,,,,,,"MET09801/01/19 00:31:02 SPECI KPOU 010531Z 11004KT 4SM -RA BR OVC015 06/04 A2976 RMK AO2 P0004 T00560044",
"72503614757","2019-01-01T05:53:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-15","KPOU ","V020","130,5,N,0031,5","00457,5,M,N","009656,5,N,5","+0061,5","+0050,5","10063,5","01,0018,9,5","06,0191,9,1",,,,,,,,,,,,,,,,,,,,,,,,"2,0,02,0,0,1,5","0,0,00,1,0,1,5",,"10,5","62,5",,,,,,,"08,5,+00457,5,99,9",,,"4,99,1,+00457,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9","060,M,+0061,1","060,N,+0039,1",,,,,,,,,"10064,5,10006,5","8,9,057,9,+999,9",,,,,"65,5",,,,,,,"MET13501/01/19 00:53:02 METAR KPOU 010553Z 13006KT 6SM RA BR OVC015 06/05 A2972 RMK AO2 PRESFR SLP063 P0007 60075 T00610050 10061 20039 58057","Q01  01908PRCP06"
"72503614757","2019-01-01T06:11:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","150,5,N,0021,5","00427,5,M,N","016093,5,N,5","+0067,5","+0050,5","99999,9","01,0002,3,1",,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,,"61,5",,,,,,,,"08,5,+00427,5,99,9",,,"4,99,1,+00427,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9",,,,,,,,,,,"10061,5,10003,5",,,,,,"61,5",,,,,,,"MET09601/01/19 01:11:02 SPECI KPOU 010611Z 15004KT 10SM -RA OVC014 07/05 A2971 RMK AO2 P0001 T00670050",
"72503614757","2019-01-01T06:41:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","160,5,N,0015,5","00457,5,M,N","016093,5,N,5","+0067,5","+0050,5","99999,9","01,0005,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00457,5,99,9",,,"4,99,1,+00457,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,"10044,5,09986,5",,,,,,,,,,,,,"MET09801/01/19 01:41:02 SPECI KPOU 010641Z 16003KT 10SM OVC015 07/05 A2966 RMK AO2 RAE36 P0002 T00670050",
"72503614757","2019-01-01T06:53:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-15","KPOU ","V020","240,5,N,0015,5","00457,5,M,N","016093,5,N,5","+0056,5","+0050,5","10038,5","01,0005,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00457,5,99,9",,,"4,99,1,+00457,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,"10041,5,09982,5",,,,,,,,,,,,,"MET10501/01/19 01:53:02 METAR KPOU 010653Z 24003KT 10SM OVC015 06/05 A2965 RMK AO2 RAE36 SLP038 P0002 T00560050",
"72503614757","2019-01-01T07:04:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","999,9,C,0000,5","00396,5,M,N","016093,5,N,5","+0056,5","+0050,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00396,5,99,9",,,"4,99,1,+00396,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00396,1,99,9,99,9",,,,,,,,,,,"10037,5,09979,5",,,,,,,,,,,,,"MET09301/01/19 02:04:02 SPECI KPOU 010704Z 00000KT 10SM OVC013 06/05 A2964 RMK AO2 PRESFR T00560050",
"72503614757","2019-01-01T07:53:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-15","KPOU ","V020","290,5,N,0015,5","00366,5,M,N","009656,5,N,5","+0050,5","+0044,5","10033,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00366,5,99,9",,,"4,99,1,+00366,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9",,,,,,,,,,,"10037,5,09979,5",,,,,,,,,,,,,"MET09501/01/19 02:53:02 METAR KPOU 010753Z 29003KT 6SM BR OVC012 05/04 A2964 RMK AO2 SLP033 T00500044",
"72503614757","2019-01-01T08:20:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","999,9,C,0000,5","00244,5,M,N","004828,5,N,5","+0050,5","+0039,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00244,5,99,9",,,"4,99,1,+00244,5,1",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9",,,,,,,,,,,"10034,5,09976,5",,,,,,,,,,,,,"MET10001/01/19 03:20:02 SPECI KPOU 010820Z 00000KT 3SM BR OVC008 05/04 A2963 RMK AO2 CIG 005V011 T00500039",
"72503614757","2019-01-01T08:29:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","999,9,C,0000,5","00183,5,M,N","003219,5,N,5","+0050,5","+0044,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00183,5,99,9",,,"4,99,1,+00183,5,1",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00183,1,99,9,99,9",,,,,,,,,,,"10027,5,09969,5",,,,,,,,,,,,,"MET10001/01/19 03:29:02 SPECI KPOU 010829Z 00000KT 2SM BR OVC006 05/04 A2961 RMK AO2 CIG 003V009 T00500044",
"72503614757","2019-01-01T08:36:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","999,9,V,0015,5","00183,5,M,N","002816,5,N,5","+0050,5","+0044,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00183,5,99,9",,,"4,99,1,+00183,5,1",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00183,1,99,9,99,9",,,,,,,,,,,"10027,5,09969,5",,,,,,,,,,,,,"MET10401/01/19 03:36:02 SPECI KPOU 010836Z VRB03KT 1 3/4SM BR OVC006 05/04 A2961 RMK AO2 CIG 003V008 T00500044",
"72503614757","2019-01-01T08:43:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","130,5,N,0015,5","00122,5,M,N","003219,5,N,5","+0050,5","+0044,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,1",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,,,,,,,"10020,5,09962,5",,,,,,,,,,,,,"MET10001/01/19 03:43:02 SPECI KPOU 010843Z 13003KT 2SM BR OVC004 05/04 A2959 RMK AO2 CIG 002V008 T00500044",
"72503614757","2019-01-01T08:51:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","999,9,C,0000,5","00122,5,M,N","002816,5,N,5","+0050,5","+0040,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,,,,,,,"10024,5,09965,5",,,,,,,,,,,,,"MET08201/01/19 03:51:02 SPECI KPOU 010851Z 00000KT 1 3/4SM BR OVC004 05/04 A2960 RMK AO2",
"72503614757","2019-01-01T08:53:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-15","KPOU ","V020","999,9,C,0000,5","00122,5,M,N","002816,5,N,5","+0050,5","+0044,5","10019,5","01,0000,9,5","03,0005,9,1",,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,,,,,,,"10020,5,09962,5","6,9,019,9,+999,9",,,,,,,,,,,,"MET11101/01/19 03:53:02 METAR KPOU 010853Z 00000KT 1 3/4SM BR OVC004 05/04 A2959 RMK AO2 SLP019 60002 T00500044 56019",
"72503614757","2019-01-01T09:22:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","999,9,C,0000,5","00152,5,M,N","002816,5,N,5","+0050,5","+0044,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00152,5,99,9",,,"4,99,1,+00152,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00152,1,99,9,99,9",,,,,,,,,,,"10017,5,09959,5",,,,,,,,,,,,,"MET09201/01/19 04:22:02 SPECI KPOU 010922Z 00000KT 1 3/4SM BR OVC005 05/04 A2958 RMK AO2 T00500044",
"72503614757","2019-01-01T09:35:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","999,9,C,0000,5","00183,5,M,N","004023,5,N,5","+0056,5","+0050,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00183,5,99,9",,,"4,99,1,+00183,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00183,1,99,9,99,9",,,,,,,,,,,"10017,5,09959,5",,,,,,,,,,,,,"MET09201/01/19 04:35:02 SPECI KPOU 010935Z 00000KT 2 1/2SM BR OVC006 06/05 A2958 RMK AO2 T00560050",
"72503614757","2019-01-01T09:42:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-16","KPOU ","V020","140,5,N,0015,5","00183,5,M,N","004828,5,N,5","+0056,5","+0050,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00183,5,99,9",,,"4,99,1,+00183,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00183,1,99,9,99,9",,,,,,,,,,,"10014,5,09955,5",,,,,,,,,,,,,"MET08801/01/19 04:42:02 SPECI KPOU 010942Z 14003KT 3SM BR OVC006 06/05 A2957 RMK AO2 T00560050",
"72503614757","2019-01-01T09:53:00","7","41.62574","-73.88156","50.6","POUGHKEEPSIE AIRPORT, NY US","FM-15","KPOU ","V020","150,5,N,0015,5","00152,5,M,N","006437,5,N,5","+0061,5","+0056,5","10010,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,,"08,5,+00152,5,99,9",,,"4,99,1,+00152,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00152,1,99,9,99,9",,,,,,,,,,,"10014,5,09955,5",,,,,,,,,,,,,"MET09501/01/19 04:53:02 METAR KPOU 010953Z 15003KT 4SM BR OVC005 06/06 A2957 RMK AO2 SLP010 T00610056",
