"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AW1","AW2","AW3","AW4","AX1","AX2","AX3","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","KA1","KA2","MA1","MD1","MG1","MV1","MW1","OC1","OD1","OE1","OE2","OE3","REM","EQD"
"72514554746","2019-01-01T03:42:00","4","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-16","99999","V020","090,1,N,0041,1","00061,1,9,N","004023,1,9,9","+0020,1","+0010,1","99999,9","01,0033,3,1",,,,,,,,,,,"10,1","40,1",,,,,,,,,"4,99,1,+00122,1,1",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10108,1,99999,9",,,,,,,,,,"MET138SPECI KMSV 010342Z AUTO 09008KT 2 1/2SM UP BR OVC004 02/01 A2985 RMK AO2 VIS 1 1/2V3 UPE0259B21SNB0259E21 CIG 002V007 PRESFR P0013 FZRANO=",
"72514554746","2019-01-01T03:54:00","4","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-16","99999","V020","090,1,N,0031,1","00061,1,9,N","004828,1,9,9","+0020,1","+0010,1","99999,9","01,0035,3,1",,,,,,,,,,,"10,1","40,1",,,,,,,,,"4,99,1,+00122,1,1",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10105,1,99999,9",,,,,,,,,,"MET122SPECI KMSV 010354Z AUTO 09006KT 3SM UP BR OVC004 02/01 A2984 RMK AO2 UPE0259B21SNB0259E21 CIG 002V007 PRESFR P0014 FZRANO=",
"72514554746","2019-01-01T03:56:00","4","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","99999","V020","090,1,N,0036,1","00061,1,9,N","006437,1,9,9","+0017,1","+0011,1","10116,1","01,0038,3,1",,,,,,,,,,,"10,1","40,1",,,,,,,,,"4,99,1,+00061,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10102,1,99999,9",,,,,,,,,,"MET127METAR KMSV 010356Z AUTO 09007KT 4SM UP BR OVC002 02/01 A2983 RMK AO2 UPE0259B21SNB0259E21 PRESFR SLP116 P0015 T00170011 FZRANO=",
"72514554746","2019-01-01T04:48:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0026,5","00061,5,M,N","003219,5,V,5","+0020,5","+0020,5","99999,9","01,0023,9,5",,,,,,,,"1,0,02,0,0,1,5","0,0,00,1,0,1,5",,"10,5","61,5",,,,,,"08,5,+00061,5,99,9",,,"4,99,1,+00061,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10081,5,09579,5",,,,"61,5",,,,,,"MET12212/31/18 23:48:02 METAR KMSV 010448Z 09005KT 2SM -RA BR OVC002 02/02 A2977 RMK AO2 VIS 1 3/4V2 1/2 UPE24RAB24 P0007 FZRANO",
"72514554746","2019-01-01T04:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0026,5","00061,5,M,N","004023,5,V,5","+0022,5","+0017,5","10092,5","01,0023,9,5",,,,,,,,"1,0,02,0,0,1,5","0,0,00,1,0,1,5",,"10,5","61,5",,,,,,"08,5,+00061,5,99,9",,,"4,99,1,+00061,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9","240,M,+0022,1","240,N,-0061,1","10081,5,09579,5",,,,"61,5",,,,,,"MET14912/31/18 23:56:02 METAR KMSV 010456Z 09005KT 2 1/2SM -RA BR OVC002 02/02 A2977 RMK AO2 VIS 1 1/2V3 UPE24RAB24 SLP092 P0008 T00220017 400221061 FZRANO",
"72514554746","2019-01-01T04:59:00","6","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","SOD  ","KMSV ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0251,9,5",,,,,,,,,,,,,,,"01,5,24,5",,,,,,,,,,,"240,M,+0022,5","240,N,-0060,5",,,"09698,4,10088,4",,,,,"1,24,00715,140,1606,5","2,24,00581,120,1923,5","3,24,00224,999,9999,5","SOD75124 HR PRECIPITATION (IN): 0.99 WEATHER(CODE):1  24 HR MAX TEMP (F):36 24 HR MAX TEMP TIME (LST):2359 24 HR MIN TEMP (F):21 24 HR MIN TEMP TIME (LST):0734 AVERAGE STATION PRESSURE(D):28.640 MINIMUM SEA LEVEL PRESSURE:29.79 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH):16  PEAK WIND DIR (DEG):140 PEAK WIND TIME (LST):1606  FASTEST 2MIN SPEED (MPH):13 FASTEST 2MIN DIR (DEG):120 FASTEST 2MIN TIME (LST):1923 AVERAGE WIND SPEED (MPH): 5.0 24 HR AVG TEMP (F):29 HEATING DEGREE DAYS: 36 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 35 LATEST NIGHT MIN TEMP(1900-0800 LST):21 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00T    T     0.06 0.10 0.15 0.10 0.17 0.18 0.14 0.09",
"72514554746","2019-01-01T05:11:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0031,5","00061,5,M,N","002012,5,V,5","+0020,5","+0020,5","99999,9","01,0005,3,1",,,,,,,,"2,0,09,0,0,1,5","0,0,00,1,0,1,5",,"10,5","40,1","41,5",,,,,"08,5,+00061,5,99,9",,,"4,99,1,+00061,5,1",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10075,5,09573,5",,,,,,,,,,"MET13501/01/19 00:11:02 METAR KMSV 010511Z 09006KT 1 1/4SM UP BR OVC002 02/02 A2975 RMK AO2 VIS 3/4V2 RAE0458UPB0458 CIG 002V006 P0002 FZRANO",
"72514554746","2019-01-01T05:17:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0036,5","00122,1,9,N","001609,5,N,5","+0020,1","+0020,1","99999,9","01,0007,3,1",,,,,,,,,,,"10,1","40,1",,,,,,,,,"4,99,1,+00122,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10071,1,99999,9",,,,,,,,,,"MET05801/01/19 00:17:02 METAR KMSV 010517Z 09007KT 1SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T05:27:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0031,5","00061,1,9,N","001207,5,N,5","+0020,1","+0020,1","99999,9","01,0010,3,1",,,,,,,,,,,"10,1","40,1",,,,,,,,,"4,99,1,+00122,1,1",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10068,1,99999,9",,,,,,,,,,"MET06001/01/19 00:27:02 METAR KMSV 010527Z 09006KT 3/4SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T05:36:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0031,5","00122,5,M,N","002012,5,V,5","+0020,5","+0020,5","99999,9","01,0010,9,5",,,,,,,,"2,0,09,0,0,1,5","0,0,00,1,0,1,5",,"10,5","40,1","41,5",,,,,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10061,5,09560,5",,,,,,,,,,"MET12701/01/19 00:36:02 METAR KMSV 010536Z 09006KT 1 1/4SM UP BR OVC004 02/02 A2971 RMK AO2 VIS 3/4V1 3/4 RAE0458UPB0458 P0005 FZRANO",
"72514554746","2019-01-01T05:43:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0031,5","00122,1,9,N","001609,5,N,5","+0020,1","+0020,1","99999,9","01,0010,9,5",,,,,,,,,,,"10,1","40,1",,,,,,,,,"4,99,1,+00122,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10061,1,99999,9",,,,,,,,,,"MET05801/01/19 00:43:02 METAR KMSV 010543Z 09006KT 1SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T05:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","100,5,N,0036,5","00122,1,9,N","001609,5,N,5","+0022,1","+0017,1","10063,1","01,0010,9,5","06,0185,3,1",,,,,,,,,,"10,1","61,1",,,,,,,,,"4,99,1,+00122,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9","060,M,+0022,1","060,N,+0017,1","10051,1,99999,9","9,9,050,1,+999,9",,,,,,,,,"MET05801/01/19 00:56:02 METAR KMSV 010556Z 10007KT 1SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T06:08:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","100,5,N,0031,5","00122,5,M,N","003219,5,V,5","+0020,5","+0020,5","99999,9","01,0010,9,5",,,,,,,,"1,0,02,0,0,1,5","0,0,00,1,0,1,5",,"10,5","61,5",,,,,,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10051,5,09550,5",,,,"61,5",,,,,,"MET10701/01/19 01:08:02 METAR KMSV 010608Z 10006KT 2SM -RA BR OVC004 02/02 A2968 RMK AO2 VIS 1 1/4V5 P0001 FZRANO",
"72514554746","2019-01-01T06:20:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","090,5,N,0026,5","00122,1,9,N","001609,5,N,5","+0020,1","+0020,1","99999,9","01,0010,9,5",,,,,,,,,,,"10,1","40,1",,,,,,,,,"4,99,1,+00122,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10044,1,99999,9",,,,,,,,,,"MET05801/01/19 01:20:02 METAR KMSV 010620Z 09005KT 1SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T06:28:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","070,5,N,0026,5","00122,1,9,N","001207,5,N,5","+0030,1","+0020,1","99999,9","01,0010,9,5",,,,,,,,,,,"10,1","61,1",,,,,,,,,"4,99,1,+00122,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10044,1,99999,9",,,,,,,,,,"MET06001/01/19 01:28:02 METAR KMSV 010628Z 07005KT 3/4SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T06:38:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","070,5,N,0026,5","00122,1,9,N","000805,5,N,5","+0030,1","+0020,1","99999,9","01,0003,9,5",,,,,,,,,,,"30,1","61,1",,,,,,,,,"4,99,1,+00122,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10041,1,99999,9",,,,,,,,,,"MET06001/01/19 01:38:02 METAR KMSV 010638Z 07005KT 1/2SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T06:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","100,5,N,0031,5","00122,1,9,N","000805,5,N,5","+0028,1","+0022,1","10046,1","01,0003,9,5",,,,,,,,,,,"30,1","61,1",,,,,,,,,"4,99,1,+00122,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,"10034,1,99999,9",,,,,,,,,,"MET06001/01/19 01:56:02 METAR KMSV 010656Z 10006KT 1/2SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T07:03:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","080,5,N,0021,5","00061,1,9,N","000805,5,N,5","+0030,1","+0020,1","99999,9","01,0003,9,5",,,,,,,,,,,"30,1","61,1",,,,,,,,,"4,99,1,+00061,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10037,1,99999,9",,,,,,,,,,"MET06001/01/19 02:03:02 METAR KMSV 010703Z 08004KT 1/2SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T07:42:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","999,9,C,0000,5","00061,1,9,N","001207,5,N,5","+0030,1","+0020,1","99999,9","01,0000,2,5",,,,,,,,,,,"10,1","61,1",,,,,,,,,"4,99,1,+00061,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10037,1,99999,9",,,,,,,,,,"MET06001/01/19 02:42:02 METAR KMSV 010742Z 00000KT 3/4SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T07:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","120,5,N,0026,5","00061,1,9,N","000805,5,N,5","+0028,1","+0028,1","10041,1","01,0000,2,5",,,,,,,,,,,"30,1","40,1",,,,,,,,,"4,99,1,+00061,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10030,1,99999,9",,,,,,,,,,"MET06001/01/19 02:56:02 METAR KMSV 010756Z 12005KT 1/2SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T08:26:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","999,9,C,0000,5","00061,1,9,N","000402,5,N,5","+0030,1","+0030,1","99999,9","01,0000,2,5",,,,,,,,,,,"30,1",,,,,,,,,,"4,99,1,+00061,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10024,1,99999,9",,,,,,,,,,"MET06001/01/19 03:26:02 METAR KMSV 010826Z 00000KT 1/4SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T08:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","999,9,C,0000,5","00061,1,9,N","000402,5,N,5","+0028,1","+0028,1","10031,1","01,0000,2,5","03,0002,3,1",,,,,,,,,,"30,1",,,,,,,,,,"4,99,1,+00061,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10020,1,99999,9","9,9,029,1,+999,9",,,,,,,,,"MET06001/01/19 03:56:02 METAR KMSV 010856Z 00000KT 1/4SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T09:12:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","220,5,N,0015,5","00061,1,9,N","000805,5,N,5","+0030,1","+0030,1","99999,9","01,0000,2,5",,,,,,,,,,,"30,1",,,,,,,,,,"4,99,1,+00061,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10017,1,99999,9",,,,,,,,,,"MET06001/01/19 04:12:02 METAR KMSV 010912Z 22003KT 1/2SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T09:22:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","210,5,N,0021,5","00061,1,9,N","001609,5,N,5","+0040,1","+0040,1","99999,9","01,0000,2,5",,,,,,,,,,,"10,1",,,,,,,,,,"4,99,1,+00061,1,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10014,1,99999,9",,,,,,,,,,"MET05801/01/19 04:22:02 METAR KMSV 010922Z 21004KT 1SM RVRNO RMK","R01      7SKY009R02      7GAS009"
"72514554746","2019-01-01T09:37:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","210,5,N,0031,5","00061,5,M,N","002816,5,N,5","+0050,5","+0050,5","99999,9","01,0000,9,5",,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"08,5,+00061,5,99,9",,,"4,99,1,+00061,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10010,5,09511,5",,,,,,,,,,"MET08201/01/19 04:37:02 METAR KMSV 010937Z 21006KT 1 3/4SM BR OVC002 05/05 A2956 RMK AO2",
"72514554746","2019-01-01T09:42:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","220,5,N,0026,5","00061,5,M,N","004828,5,N,5","+0060,5","+0060,5","99999,9","01,0000,9,5",,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"08,5,+00061,5,99,9",,,"4,99,1,+00061,5,9",,,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10010,5,09511,5",,,,,,,,,,"MET07801/01/19 04:42:02 METAR KMSV 010942Z 22005KT 3SM BR OVC002 06/06 A2956 RMK AO2",
"72514554746","2019-01-01T09:56:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","220,5,N,0026,5","00061,5,M,N","006437,5,N,5","+0056,5","+0056,5","10016,5","01,0000,9,5",,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"07,5,+00061,5,99,9","08,5,+00244,5,99,9",,"3,99,1,+00061,5,9","4,99,1,+00244,5,9",,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10007,5,09508,5",,,,,,,,,,"MET10201/01/19 04:56:02 METAR KMSV 010956Z 22005KT 4SM BR BKN002 OVC008 06/06 A2955 RMK AO2 SLP016 T00560056",
"72514554746","2019-01-01T10:27:00","7","41.70139","-74.795","427.6","MONTICELLO SULLIVAN, NY US","FM-15","KMSV ","V020","250,5,N,0015,5","00061,5,M,N","002816,5,V,5","+0050,5","+0050,5","99999,9","01,0000,9,5",,,,,,,,"1,0,02,0,0,1,5","0,0,00,1,0,1,5",,"10,5","61,5",,,,,,"07,5,+00061,5,99,9","08,5,+00396,5,99,9",,"3,99,1,+00061,5,9","4,99,1,+00396,5,9",,"9,MSL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9",,,"10010,5,09511,5",,,,"61,5",,,,,,"MET11501/01/19 05:27:02 METAR KMSV 011027Z 25003KT 1 3/4SM -RA BR BKN002 OVC013 05/05 A2956 RMK AO2 VIS 3/4V5 RAB26 P0000",
